disease,subtype,code_system,field_or_source,field_description,codes,code_value,match_rule,use_case,evidence_source,evidence_detail,phenotype_url,validation_source,validation_status,notes
Thyroiditis unspecified,broad endpoint,ICD-10,40001,Underlying (primary) cause of death: ICD10,E06.9,"Thyroiditis, unspecified",exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40001,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,ICD-10,40002,Contributory (secondary) causes of death: ICD10,E06.3,Autoimmune thyroiditis,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40002,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,ICD-10,40002,Contributory (secondary) causes of death: ICD10,E06.5,Other chronic thyroiditis,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40002,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,ICD-10,40002,Contributory (secondary) causes of death: ICD10,E06.9,"Thyroiditis, unspecified",exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40002,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,143..11,H/O: thyroid disorder,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,1433.00,H/O: thyroid disorder NOS,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,66B4.00,Thyroid eye disease,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,66B..00,Thyroid disease monitoring,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,66BZ.00,Thyroid disease monitoring NOS,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C052.00,Chronic lymphocytic thyroiditis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C052.11,Autoimmune thyroiditis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C053.00,Chronic fibrous thyroiditis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C05..00,Thyroiditis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C05y400,Chronic thyroiditis with transient thyrotoxicosis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Thyroiditis unspecified,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C05y.00,Other and unspecified chronic thyroiditis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_thyroid_nos.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
